t,x_ref,x_meas,pitch_deg
15.296,5.99941865898634,5.99967310974496,-1.23160406521448
15.298,5.99938765898634,5.99967491828625,-1.24971336016184
15.3,5.99935665898634,5.99967665674751,-1.26579260013135
15.302,5.99932365898634,5.99967830441999,-1.27910852766456
15.304,5.99929065898634,5.99967983433471,-1.28937089109839
15.306,5.99925765898634,5.9996812682553,-1.29761436499027
15.308,5.99922465898634,5.99968258030922,-1.30352882123486
15.31,5.99919165898634,5.99968369728577,-1.30667980983758
15.312,5.99915765898634,5.99968460128023,-1.30753132558359
15.314,5.99912365898634,5.99968525472309,-1.30625728974141
15.316,5.99908965898635,5.99968561578612,-1.3030003579848
15.318,5.99905565898634,5.99968564206768,-1.2979094157327
15.32,5.99902165898635,5.99968525426911,-1.2910096795496
15.322,5.99898765898635,5.99968455279557,-1.28292343554154
15.324,5.99895365898635,5.99968329784044,-1.27306675150131
15.326,5.99891965898635,5.99968155485377,-1.26193168608197
15.328,5.99888565898635,5.99967939581924,-1.24977971300133
15.33,5.99885165898635,5.99967674566807,-1.23650274624797
15.332,5.99881765898635,5.99967352805911,-1.22199569534805
15.334,5.99878365898635,5.99966979903688,-1.20636695928606
15.336,5.99874965898635,5.99966558570024,-1.18961054766783
15.338,5.99871565898635,5.99966091427721,-1.17167738867055
15.34,5.99868165898635,5.99965581714947,-1.15250058434103
15.342,5.99864765898635,5.99965029685416,-1.13185530126782
15.344,5.99861365898635,5.99964448008504,-1.10999956017526
15.346,5.99857965898635,5.9996383735056,-1.08683461061239
15.348,5.99854565898635,5.99963192310864,-1.06177813515829
15.35,5.99851165898635,5.9996252346062,-1.03513345816461
15.352,5.99847765898635,5.99961834670409,-1.00704786370357
15.354,5.99844365898635,5.99961127016284,-0.977524766649244
15.356,5.99840965898635,5.99960395607845,-0.946154741380582
15.358,5.99837565898635,5.99959642591759,-0.913290521468787
15.36,5.99834165898635,5.99958869173146,-0.879251324669715
15.362,5.99830765898635,5.99958073669895,-0.844140803504209
15.364,5.99827365898635,5.99957245778948,-0.807907802726496
15.366,5.99823965898635,5.99956380153458,-0.77096037188924
15.368,5.99820565898635,5.9995547817459,-0.733660164890608
15.37,5.99817165898635,5.99954536104,-0.69618390622115
15.372,5.99813865898635,5.99953538359787,-0.658807152987451
15.374,5.99810565898635,5.99952474591977,-0.621952807497853
15.376,5.99807265898635,5.99951353506216,-0.585747156584494
15.378,5.99803965898635,5.99950172483361,-0.550328215713648
15.38,5.99800665898636,5.99948917715853,-0.516025621437496
15.382,5.99797565898636,5.99947578340255,-0.48317188195445
15.384,5.99794465898636,5.9994617443906,-0.451489580976677
15.386,5.99791365898636,5.99944707158709,-0.420985227531399
15.388,5.99788265898636,5.99943170883097,-0.391791820529802
15.39,5.99785165898636,5.9994156730601,-0.363884250327087
15.392,5.99782365898636,5.99939905500108,-0.337069179499088
15.394,5.99779565898636,5.99938193447559,-0.311156015109189
15.396,5.99776765898636,5.99936438993445,-0.285943202679936
15.398,5.99773965898636,5.99934650512755,-0.261209941091986
15.4,5.99771165898636,5.99932834473171,-0.236724095944384
15.402,5.99768765898636,5.99931004631025,-0.212167550003332
15.404,5.99766365898636,5.99929168771027,-0.187506078977666
15.406,5.99763965898636,5.99927330004471,-0.162344598000319
15.408,5.99761565898636,5.99925497018605,-0.136716689950065
15.41,5.99759165898636,5.99923674486928,-0.110414646393487
15.412,5.99757265898636,5.99921866445833,-0.0833830139603576
15.414,5.99755365898636,5.99920081163981,-0.055369571567523
15.416,5.99753465898636,5.99918318585033,-0.0264841014960775
15.418,5.99751565898636,5.99916577432713,0.00316256556236057
15.42,5.99749665898636,5.99914857487403,0.0335095503009426
15.422,5.99748365898636,5.99913158020454,0.0644781598767711
15.424,5.99747065898636,5.99911480942583,0.0960339804621073
15.426,5.99745765898636,5.99909821758606,0.127943259198426
15.428,5.99744465898636,5.99908176132755,0.160020169991877
15.43,5.99743165898636,5.99906542195908,0.19214463719451
15.432,5.99742565898636,5.99904918253723,0.22420230421765
15.434,5.99741965898636,5.99903304027463,0.256036233619894
15.436,5.99741365898636,5.99901698504422,0.287515032892105
15.438,5.99740765898636,5.99900100861685,0.318629867264234
15.44,5.99740165898636,5.99898512151622,0.34935947542377
15.442,5.99740365898636,5.99896933949243,0.379700441472896
15.444,5.99740565898636,5.99895370604131,0.40963216826952
15.446,5.99740765898637,5.99893828775467,0.439222457515189
15.448,5.99740965898637,5.9989230684082,0.468636466137133
15.45,5.99741165898637,5.99890814899352,0.49793766741079
15.452,5.99742065898637,5.99889357958633,0.527277290699983
15.454,5.99742965898637,5.99887942320296,0.556799018005013
15.456,5.99743865898637,5.99886580342182,0.586697908471342
15.458,5.99744765898637,5.99885271575899,0.617061891118218
15.46,5.99745665898637,5.99884020908906,0.647983597691693
15.462,5.99747165898637,5.99882832205875,0.679527179712516
15.464,5.99748665898637,5.99881708411644,0.71172505860583
15.466,5.99750165898637,5.99880651451954,0.744574571235467
15.468,5.99751665898637,5.99879663349153,0.778044419411254
15.47,5.99753165898637,5.99878753777016,0.812098007766609
15.472,5.99755165898637,5.99877908619263,0.846481479501441
15.474,5.99757165898637,5.99877124714376,0.881018295582451
15.476,5.99759165898637,5.99876398184292,0.91550785276029
15.478,5.99761165898637,5.99875724581018,0.949730673033125
15.48,5.99763165898637,5.99875099035701,0.983453694340462
15.482,5.99765565898637,5.99874516408958,1.01643562190492
15.484,5.99767965898637,5.99873976648843,1.04820408303771
15.486,5.99770365898637,5.99873467793994,1.07861889798644
15.488,5.99772765898637,5.99872984387382,1.10748142132069
15.49,5.99775165898637,5.99872522125663,1.13458843653564
15.492,5.99777865898637,5.99872077186396,1.15975602708681
15.494,5.99780565898637,5.99871646293234,1.18282206890443
15.496,5.99783265898637,5.99871226773662,1.20364845310905
15.498,5.99785965898637,5.99870817689123,1.22179535052167
15.5,5.99788665898637,5.99870416141992,1.23766077795328
15.502,5.99791565898637,5.99870023551826,1.25073776137985
15.504,5.99794465898638,5.99869640006384,1.26127734470965
15.506,5.99797365898637,5.99869267304055,1.26931639452277
15.508,5.99800265898638,5.99868908061441,1.27492468480387
15.51,5.99803165898638,5.99868565616875,1.27820150154735
15.512,5.99806165898638,5.99868246234464,1.27910288350362
15.514,5.99809165898638,5.99867948332567,1.27826599738317
15.516,5.99812165898638,5.99867676454393,1.27561833986968
15.518,5.99815165898638,5.99867455515966,1.27046317940614
15.52,5.99818165898638,5.99867259094921,1.26439917920465
15.522,5.99821165898638,5.99867106771008,1.25672781406345
15.524,5.99824165898638,5.99867008668392,1.24753413950131
15.526,5.99827165898638,5.99866938902346,1.23757213993301
15.528,5.99830165898638,5.99866942623818,1.22584573707075
